item,sent_id,source,correct_sentence,correct_form,lemma,mutation_type,trigger_type,specific_trigger,token_id,prev_word,incorrect_form,incorrect_sentence,num_diffs
133,39,https://www.bbc.com/cymrufyw/erthyglau/c36r9xx2w80o,"Ond Amdani, nofel i oedolion, oedd y gyfrol gyntaf iddi gyhoeddi yn 1997 pan oedd hi'n 34 mlwydd oed.",gyhoeddi,cyhoeddi,SM,MS,i_plus_NP,11.0,iddi,cyhoeddi,"Ond Amdani, nofel i oedolion, oedd y gyfrol gyntaf iddi cyhoeddi yn 1997 pan oedd hi'n 34 mlwydd oed.",1
134,39,https://www.bbc.com/cymrufyw/erthyglau/c36r9xx2w80o,"Ond Amdani, nofel i oedolion, oedd y gyfrol gyntaf iddi gyhoeddi yn 1997 pan oedd hi'n 34 mlwydd oed.",mlwydd,blwydd,NM,L,34,18.0,34,blwydd,"Ond Amdani, nofel i oedolion, oedd y gyfrol gyntaf iddi gyhoeddi yn 1997 pan oedd hi'n 34 blwydd oed.",1
135,40,https://www.bbc.com/cymrufyw/erthyglau/cvgzd5839gpo,Byddwn yn eu hatgoffa o'u cyfrifoldebau fel aelodau etholedig yng nghyd-destun yr iaith Gymraeg.,cyfrifoldebau,cyfrifoldeb,no_SM,no_mutation,no_mutation,6.0,o'u,gyfrifoldebau,Byddwn yn eu hatgoffa o'u gyfrifoldebau fel aelodau etholedig yng nghyd-destun yr iaith Gymraeg.,1
136,40,https://www.bbc.com/cymrufyw/erthyglau/cvgzd5839gpo,Byddwn yn eu hatgoffa o'u cyfrifoldebau fel aelodau etholedig yng nghyd-destun yr iaith Gymraeg.,nghyd-destun,cyd-destun,NM,L,yng,11.0,yng,cyd-destun,Byddwn yn eu hatgoffa o'u cyfrifoldebau fel aelodau etholedig yng cyd-destun yr iaith Gymraeg.,1
137,40,https://www.bbc.com/cymrufyw/erthyglau/cvgzd5839gpo,Byddwn yn eu hatgoffa o'u cyfrifoldebau fel aelodau etholedig yng nghyd-destun yr iaith Gymraeg.,Gymraeg,Cymraeg,SM,MS,fem_sing_noun_modifier,14.0,iaith,Cymraeg,Byddwn yn eu hatgoffa o'u cyfrifoldebau fel aelodau etholedig yng nghyd-destun yr iaith Cymraeg.,1
138,41,https://www.bbc.com/cymrufyw/erthyglau/cvgzd5839gpo,Rydym mynd i gyrraedd ein targed o filiwn o siaradwyr Cymraeg a dyblu'r defnydd o'r Gymraeg ym mywyd beunyddiol erbyn 2050.,gyrraedd,cyrraedd,SM,L,i,4.0,i,cyrraedd,Rydym mynd i cyrraedd ein targed o filiwn o siaradwyr Cymraeg a dyblu'r defnydd o'r Gymraeg ym mywyd beunyddiol erbyn 2050.,1
139,41,https://www.bbc.com/cymrufyw/erthyglau/cvgzd5839gpo,Rydym mynd i gyrraedd ein targed o filiwn o siaradwyr Cymraeg a dyblu'r defnydd o'r Gymraeg ym mywyd beunyddiol erbyn 2050.,filiwn,miliwn,SM,L,o,8.0,o,miliwn,Rydym mynd i gyrraedd ein targed o miliwn o siaradwyr Cymraeg a dyblu'r defnydd o'r Gymraeg ym mywyd beunyddiol erbyn 2050.,1
140,41,https://www.bbc.com/cymrufyw/erthyglau/cvgzd5839gpo,Rydym mynd i gyrraedd ein targed o filiwn o siaradwyr Cymraeg a dyblu'r defnydd o'r Gymraeg ym mywyd beunyddiol erbyn 2050.,Gymraeg,Cymraeg,SM,MS,def_art_fem_sing_noun,16.0,o'r,Cymraeg,Rydym mynd i gyrraedd ein targed o filiwn o siaradwyr Cymraeg a dyblu'r defnydd o'r Cymraeg ym mywyd beunyddiol erbyn 2050.,1
141,41,https://www.bbc.com/cymrufyw/erthyglau/cvgzd5839gpo,Rydym mynd i gyrraedd ein targed o filiwn o siaradwyr Cymraeg a dyblu'r defnydd o'r Gymraeg ym mywyd beunyddiol erbyn 2050.,mywyd,bywyd,NM,L,ym,18.0,ym,bywyd,Rydym mynd i gyrraedd ein targed o filiwn o siaradwyr Cymraeg a dyblu'r defnydd o'r Gymraeg ym bywyd beunyddiol erbyn 2050.,1
142,42,https://www.bbc.com/cymrufyw/erthyglau/ckgpwdjvy00o,Mae masnachwyr mewn marchnad yng Nghaerdydd wedi dweud eu bod yn teimlo'n dorcalonnus.,Nghaerdydd,Caerdydd,NM,L,yng,6.0,yng,Caerdydd,Mae masnachwyr mewn marchnad yng Caerdydd wedi dweud eu bod yn teimlo'n dorcalonnus.,1
143,42,https://www.bbc.com/cymrufyw/erthyglau/ckgpwdjvy00o,Mae masnachwyr mewn marchnad yng Nghaerdydd wedi dweud eu bod yn teimlo'n dorcalonnus.,dorcalonnus,torcalonnus,SM,MS,yn_complement_adj_noun,13.0,teimlo'n,torcalonnus,Mae masnachwyr mewn marchnad yng Nghaerdydd wedi dweud eu bod yn teimlo'n torcalonnus.,1
144,43,https://www.bbc.com/cymrufyw/erthyglau/ckgpwdjvy00o,"Mae'r farchnad, sy'n boblogaidd ymhlith prynwyr propiau teledu a chasglwyr, wedi bod ar agor ers 12 mlynedd.",farchnad,marchnad,SM,MS,def_art_fem_sing_noun,2.0,Mae'r,marchnad,"Mae'r marchnad, sy'n boblogaidd ymhlith prynwyr propiau teledu a chasglwyr, wedi bod ar agor ers 12 mlynedd.",1
145,43,https://www.bbc.com/cymrufyw/erthyglau/ckgpwdjvy00o,"Mae'r farchnad, sy'n boblogaidd ymhlith prynwyr propiau teledu a chasglwyr, wedi bod ar agor ers 12 mlynedd.",boblogaidd,poblogaidd,SM,MS,yn_complement_adj_noun,4.0,sy'n,poblogaidd,"Mae'r farchnad, sy'n poblogaidd ymhlith prynwyr propiau teledu a chasglwyr, wedi bod ar agor ers 12 mlynedd.",1
146,43,https://www.bbc.com/cymrufyw/erthyglau/ckgpwdjvy00o,"Mae'r farchnad, sy'n boblogaidd ymhlith prynwyr propiau teledu a chasglwyr, wedi bod ar agor ers 12 mlynedd.",chasglwyr,casglwr,AM,L,a,10.0,a,casglwyr,"Mae'r farchnad, sy'n boblogaidd ymhlith prynwyr propiau teledu a casglwyr, wedi bod ar agor ers 12 mlynedd.",1
147,43,https://www.bbc.com/cymrufyw/erthyglau/ckgpwdjvy00o,"Mae'r farchnad, sy'n boblogaidd ymhlith prynwyr propiau teledu a chasglwyr, wedi bod ar agor ers 12 mlynedd.",mlynedd,blwyddyn,NM,L,12,17.0,12,blynedd,"Mae'r farchnad, sy'n boblogaidd ymhlith prynwyr propiau teledu a chasglwyr, wedi bod ar agor ers 12 blynedd.",1
148,44,https://www.bbc.com/cymrufyw/erthyglau/cp8d3161xlzo,Mae'n anodd gweld amser i fod yn chi ac ymlacio a chael amser hamddenol gyda'ch teulu chi.,fod,bod,SM,L,i,6.0,i,bod,Mae'n anodd gweld amser i bod yn chi ac ymlacio a chael amser hamddenol gyda'ch teulu chi.,1
149,44,https://www.bbc.com/cymrufyw/erthyglau/cp8d3161xlzo,Mae'n anodd gweld amser i fod yn chi ac ymlacio a chael amser hamddenol gyda'ch teulu chi.,chael,cael,AM,L,a,12.0,a,cael,Mae'n anodd gweld amser i fod yn chi ac ymlacio a cael amser hamddenol gyda'ch teulu chi.,1
150,45,https://www.bbc.com/cymrufyw/erthyglau/cp8d3161xlzo,"Mae Dewi, 15, yn falch bod y gwaith yn cael ei wasgaru dros ddwy flynedd.",falch,balch,SM,MS,yn_complement_adj_noun,5.0,yn,balch,"Mae Dewi, 15, yn balch bod y gwaith yn cael ei wasgaru dros ddwy flynedd.",1
151,45,https://www.bbc.com/cymrufyw/erthyglau/cp8d3161xlzo,"Mae Dewi, 15, yn falch bod y gwaith yn cael ei wasgaru dros ddwy flynedd.",wasgaru,gwasgaru,SM,L,ei,12.0,ei,gwasgaru,"Mae Dewi, 15, yn falch bod y gwaith yn cael ei gwasgaru dros ddwy flynedd.",1
152,45,https://www.bbc.com/cymrufyw/erthyglau/cp8d3161xlzo,"Mae Dewi, 15, yn falch bod y gwaith yn cael ei wasgaru dros ddwy flynedd.",ddwy,dau,SM,L,dros,14.0,dros,dwy,"Mae Dewi, 15, yn falch bod y gwaith yn cael ei wasgaru dros dwy flynedd.",1
153,45,https://www.bbc.com/cymrufyw/erthyglau/cp8d3161xlzo,"Mae Dewi, 15, yn falch bod y gwaith yn cael ei wasgaru dros ddwy flynedd.",flynedd,blwyddyn,SM,L,ddwy,15.0,ddwy,blynedd,"Mae Dewi, 15, yn falch bod y gwaith yn cael ei wasgaru dros ddwy blynedd.",1
154,46,https://www.bbc.com/cymrufyw/erthyglau/cn7pyjzllnro,"Mae Siôn, sy'n derbyn gofal yng ngofal Bryn Mawr yng Nghaernarfon, yn falch iawn o'u cael yno",ngofal,cofal,NM,L,yng,7.0,yng,gofal,"Mae Siôn, sy'n derbyn gofal yng gofal Bryn Mawr yng Nghaernarfon, yn falch iawn o'u cael yno",1
155,46,https://www.bbc.com/cymrufyw/erthyglau/cn7pyjzllnro,"Mae Siôn, sy'n derbyn gofal yng ngofal Bryn Mawr yng Nghaernarfon, yn falch iawn o'u cael yno",Nghaernarfon,Caernarfon,NM,L,yng,11.0,yng,Caernarfon,"Mae Siôn, sy'n derbyn gofal yng ngofal Bryn Mawr yng Caernarfon, yn falch iawn o'u cael yno",1
156,46,https://www.bbc.com/cymrufyw/erthyglau/cn7pyjzllnro,"Mae Siôn, sy'n derbyn gofal yng ngofal Bryn Mawr yng Nghaernarfon, yn falch iawn o'u cael yno",falch,balch,SM,MS,yn_complement_adj_noun,13.0,yn,balch,"Mae Siôn, sy'n derbyn gofal yng ngofal Bryn Mawr yng Nghaernarfon, yn balch iawn o'u cael yno",1
157,47,https://www.bbc.com/cymrufyw/erthyglau/cn7pyjzllnro,Mae'n gallu bod yn anodd ofnadwy i recriwtio pobl leol yma ym Mryn Mawr.,leol,lleol,SM,MS,fem_sing_noun_modifier,10.0,pobl,lleol,Mae'n gallu bod yn anodd ofnadwy i recriwtio pobl lleol yma ym Mryn Mawr.,1
158,47,https://www.bbc.com/cymrufyw/erthyglau/cn7pyjzllnro,Mae'n gallu bod yn anodd ofnadwy i recriwtio pobl leol yma ym Mryn Mawr.,gallu,gallu,no_SM,no_mutation,no_mutation,2.0,Mae'n,allu,Mae'n allu bod yn anodd ofnadwy i recriwtio pobl leol yma ym Mryn Mawr.,1
159,47,https://www.bbc.com/cymrufyw/erthyglau/cn7pyjzllnro,Mae'n gallu bod yn anodd ofnadwy i recriwtio pobl leol yma ym Mryn Mawr.,Mryn,Bryn,NM,L,ym,13.0,ym,Bryn,Mae'n gallu bod yn anodd ofnadwy i recriwtio pobl leol yma ym Bryn Mawr.,1
160,48,https://www.bbc.com/cymrufyw/erthyglau/c93x53lgxq7o,Mae ei geiriau Wele'n Sefyll Rhwng y Myrtwydd yn cael ei chanu fwy nag unrhyw emyn arall.,chanu,canu,AM,L,ei,12.0,ei,canu,Mae ei geiriau Wele'n Sefyll Rhwng y Myrtwydd yn cael ei canu fwy nag unrhyw emyn arall.,1
161,48,https://www.bbc.com/cymrufyw/erthyglau/c93x53lgxq7o,Mae ei geiriau Wele'n Sefyll Rhwng y Myrtwydd yn cael ei chanu fwy nag unrhyw emyn arall.,fwy,mwy,SM,MS,adverb_time_place_manner,13.0,chanu,mwy,Mae ei geiriau Wele'n Sefyll Rhwng y Myrtwydd yn cael ei chanu mwy nag unrhyw emyn arall.,1
162,49,https://www.bbc.com/cymrufyw/erthyglau/c93x53lgxq7o,"Fe ges wefr a fy ngwefru'r noson honno, a byth ers hynny rydw i wedi bod ar daith o ddod i adnabod Ann.",ges,cael,SM,L,fe,2.0,Fe,ces,"Fe ces wefr a fy ngwefru'r noson honno, a byth ers hynny rydw i wedi bod ar daith o ddod i adnabod Ann.",1
163,49,https://www.bbc.com/cymrufyw/erthyglau/c93x53lgxq7o,"Fe ges wefr a fy ngwefru'r noson honno, a byth ers hynny rydw i wedi bod ar daith o ddod i adnabod Ann.",wefr,gwefr,SM,MS,direct_object_mutation,3.0,ges,gwefr,"Fe ges gwefr a fy ngwefru'r noson honno, a byth ers hynny rydw i wedi bod ar daith o ddod i adnabod Ann.",1
164,49,https://www.bbc.com/cymrufyw/erthyglau/c93x53lgxq7o,"Fe ges wefr a fy ngwefru'r noson honno, a byth ers hynny rydw i wedi bod ar daith o ddod i adnabod Ann.",ngwefru,gwefru,NM,L,fy,,,gwefru,"Fe ges wefr a fy gwefru'r noson honno, a byth ers hynny rydw i wedi bod ar daith o ddod i adnabod Ann.",1
165,49,https://www.bbc.com/cymrufyw/erthyglau/c93x53lgxq7o,"Fe ges wefr a fy ngwefru'r noson honno, a byth ers hynny rydw i wedi bod ar daith o ddod i adnabod Ann.",daith,taith,SM,L,ar,18.0,ar,taith,"Fe ges wefr a fy ngwefru'r noson honno, a byth ers hynny rydw i wedi bod ar taith o ddod i adnabod Ann.",1
166,49,https://www.bbc.com/cymrufyw/erthyglau/c93x53lgxq7o,"Fe ges wefr a fy ngwefru'r noson honno, a byth ers hynny rydw i wedi bod ar daith o ddod i adnabod Ann.",ddod,dod,SM,L,o,20.0,o,dod,"Fe ges wefr a fy ngwefru'r noson honno, a byth ers hynny rydw i wedi bod ar daith o dod i adnabod Ann.",1
167,50,https://www.bbc.com/cymrufyw/erthyglau/c5ye08l4pneo,Mae diffoddwyr tân yn delio ag achosion o danau gwyllt ym Mhowys.,danau,tanau,SM,L,o,9.0,o,tanau,Mae diffoddwyr tân yn delio ag achosion o tanau gwyllt ym Mhowys.,1
168,50,https://www.bbc.com/cymrufyw/erthyglau/c5ye08l4pneo,Mae diffoddwyr tân yn delio ag achosion o danau gwyllt ym Mhowys.,Mhowys,Powys,NM,L,ym,12.0,ym,Powys,Mae diffoddwyr tân yn delio ag achosion o danau gwyllt ym Powys.,1
169,51,https://www.bbc.com/cymrufyw/erthyglau/c5ye08l4pneo,"Mae'r Ymddiriedolaeth Genedlaethol wedi cau Ystâd Hafod ym Mhont-rhyd-y-groes i ymwelwyr ""fel mesur rhagofal"" oherwydd y tân yng Nghwm Elan.",tân,tân,no_NM,no_mutation,no_mutation,17.0,y,nhân,"Mae'r Ymddiriedolaeth Genedlaethol wedi cau Ystâd Hafod ym Mhont-rhyd-y-groes i ymwelwyr ""fel mesur rhagofal"" oherwydd y nhân yng Nghwm Elan.",1
170,51,https://www.bbc.com/cymrufyw/erthyglau/c5ye08l4pneo,"Mae'r Ymddiriedolaeth Genedlaethol wedi cau Ystâd Hafod ym Mhont-rhyd-y-groes i ymwelwyr ""fel mesur rhagofal"" oherwydd y tân yng Nghwm Elan.",Genedlaethol,Cenedlaethol,SM,MS,fem_sing_noun_modifier,3.0,Ymddiriedolaeth,Cenedlaethol,"Mae'r Ymddiriedolaeth Cenedlaethol wedi cau Ystâd Hafod ym Mhont-rhyd-y-groes i ymwelwyr ""fel mesur rhagofal"" oherwydd y tân yng Nghwm Elan.",1
171,51,https://www.bbc.com/cymrufyw/erthyglau/c5ye08l4pneo,"Mae'r Ymddiriedolaeth Genedlaethol wedi cau Ystâd Hafod ym Mhont-rhyd-y-groes i ymwelwyr ""fel mesur rhagofal"" oherwydd y tân yng Nghwm Elan.",Mhont-rhyd-y-groes,Pont-rhyd-y-groes,NM,L,ym,9.0,ym,Pont-rhyd-y-groes,"Mae'r Ymddiriedolaeth Genedlaethol wedi cau Ystâd Hafod ym Pont-rhyd-y-groes i ymwelwyr ""fel mesur rhagofal"" oherwydd y tân yng Nghwm Elan.",1
172,51,https://www.bbc.com/cymrufyw/erthyglau/c5ye08l4pneo,"Mae'r Ymddiriedolaeth Genedlaethol wedi cau Ystâd Hafod ym Mhont-rhyd-y-groes i ymwelwyr ""fel mesur rhagofal"" oherwydd y tân yng Nghwm Elan.",Nghwm,cwm,NM,L,yng,19.0,yng,Cwm,"Mae'r Ymddiriedolaeth Genedlaethol wedi cau Ystâd Hafod ym Mhont-rhyd-y-groes i ymwelwyr ""fel mesur rhagofal"" oherwydd y tân yng Cwm Elan.",1
173,52,https://www.bbc.com/cymrufyw/erthyglau/cd6py6pnpd3o,"Fe wnaeth y cwpl brynu eu cartref cyntaf gyda'i gilydd bum mlynedd yn ôl, gyda golygfa o draeth Ynys y Barri.",wnaeth,gwneud,SM,L,fe,2.0,Fe,gwnaeth,"Fe gwnaeth y cwpl brynu eu cartref cyntaf gyda'i gilydd bum mlynedd yn ôl, gyda golygfa o draeth Ynys y Barri.",1
174,52,https://www.bbc.com/cymrufyw/erthyglau/cd6py6pnpd3o,"Fe wnaeth y cwpl brynu eu cartref cyntaf gyda'i gilydd bum mlynedd yn ôl, gyda golygfa o draeth Ynys y Barri.",brynu,prynu,SM,MS,direct_object_mutation,5.0,cwpl,prynu,"Fe wnaeth y cwpl prynu eu cartref cyntaf gyda'i gilydd bum mlynedd yn ôl, gyda golygfa o draeth Ynys y Barri.",1
175,52,https://www.bbc.com/cymrufyw/erthyglau/cd6py6pnpd3o,"Fe wnaeth y cwpl brynu eu cartref cyntaf gyda'i gilydd bum mlynedd yn ôl, gyda golygfa o draeth Ynys y Barri.",bum,pump,SM,MS,adverb_time_place_manner,11.0,gilydd,pum,"Fe wnaeth y cwpl brynu eu cartref cyntaf gyda'i gilydd pum mlynedd yn ôl, gyda golygfa o draeth Ynys y Barri.",1
176,52,https://www.bbc.com/cymrufyw/erthyglau/cd6py6pnpd3o,"Fe wnaeth y cwpl brynu eu cartref cyntaf gyda'i gilydd bum mlynedd yn ôl, gyda golygfa o draeth Ynys y Barri.",cartref,cartref,no_AM,no_mutation,no_mutation,7.0,eu,chartref,"Fe wnaeth y cwpl brynu eu chartref cyntaf gyda'i gilydd bum mlynedd yn ôl, gyda golygfa o draeth Ynys y Barri.",1
177,52,https://www.bbc.com/cymrufyw/erthyglau/cd6py6pnpd3o,"Fe wnaeth y cwpl brynu eu cartref cyntaf gyda'i gilydd bum mlynedd yn ôl, gyda golygfa o draeth Ynys y Barri.",mlynedd,blwyddyn,NM,L,bum,12.0,bum,blynedd,"Fe wnaeth y cwpl brynu eu cartref cyntaf gyda'i gilydd bum blynedd yn ôl, gyda golygfa o draeth Ynys y Barri.",1
178,52,https://www.bbc.com/cymrufyw/erthyglau/cd6py6pnpd3o,"Fe wnaeth y cwpl brynu eu cartref cyntaf gyda'i gilydd bum mlynedd yn ôl, gyda golygfa o draeth Ynys y Barri.",Barri,Barri,no_NM,no_mutation,no_mutation,21.0,y,Marri,"Fe wnaeth y cwpl brynu eu cartref cyntaf gyda'i gilydd bum mlynedd yn ôl, gyda golygfa o draeth Ynys y Marri.",1
179,52,https://www.bbc.com/cymrufyw/erthyglau/cd6py6pnpd3o,"Fe wnaeth y cwpl brynu eu cartref cyntaf gyda'i gilydd bum mlynedd yn ôl, gyda golygfa o draeth Ynys y Barri.",draeth,traeth,SM,L,o,18.0,o,traeth,"Fe wnaeth y cwpl brynu eu cartref cyntaf gyda'i gilydd bum mlynedd yn ôl, gyda golygfa o traeth Ynys y Barri.",1
180,53,https://www.bbc.com/cymrufyw/erthyglau/cd6py6pnpd3o,Dach chi'n ymddiried mewn cyfreithwyr i ddelio gyda phethau fel hyn.,cyfreithwyr,cyfreithwyr,no_NM,no_mutation,no_mutation,5.0,mewn,nghyfreithwyr,Dach chi'n ymddiried mewn nghyfreithwyr i ddelio gyda phethau fel hyn.,1
181,53,https://www.bbc.com/cymrufyw/erthyglau/cd6py6pnpd3o,Dach chi'n ymddiried mewn cyfreithwyr i ddelio gyda phethau fel hyn.,phethau,pethau,AM,L,gyda,9.0,gyda,pethau,Dach chi'n ymddiried mewn cyfreithwyr i ddelio gyda pethau fel hyn.,1
182,54,https://www.bbc.com/cymrufyw/erthyglau/cx21gz305l2o,North hefyd ydy'r unig Gymro i chwarae yn rownd yr wyth olaf yng Nghwpan y Byd ar bedair achlysur.,Byd,byd,no_SM,no_mutation,no_mutation,16.0,y,Fyd,North hefyd ydy'r unig Gymro i chwarae yn rownd yr wyth olaf yng Nghwpan y Fyd ar bedair achlysur.,1
183,54,https://www.bbc.com/cymrufyw/erthyglau/cx21gz305l2o,North hefyd ydy'r unig Gymro i chwarae yn rownd yr wyth olaf yng Nghwpan y Byd ar bedair achlysur.,Nghwpan,cwpan,NM,L,yng,14.0,yng,Cwpan,North hefyd ydy'r unig Gymro i chwarae yn rownd yr wyth olaf yng Cwpan y Byd ar bedair achlysur.,1
184,55,https://www.bbc.com/cymrufyw/erthyglau/cx21gz305l2o,Ychwanegodd bod sawl moment sy'n golygu ei bod hi'n anodd crisialu a chrynhoi ei yrfa.,crisialu,crisialu,no_SM,no_mutation,no_mutation,11.0,anodd,grisialu,Ychwanegodd bod sawl moment sy'n golygu ei bod hi'n anodd grisialu a chrynhoi ei yrfa.,1
185,55,https://www.bbc.com/cymrufyw/erthyglau/cx21gz305l2o,Ychwanegodd bod sawl moment sy'n golygu ei bod hi'n anodd crisialu a chrynhoi ei yrfa.,chrynhoi,crynhoi,AM,L,a,13.0,a,crynhoi,Ychwanegodd bod sawl moment sy'n golygu ei bod hi'n anodd crisialu a crynhoi ei yrfa.,1
186,56,https://www.bbc.com/cymrufyw/erthyglau/clypljlel3xo,Mae 200 tunnell o wastraff masnachol wedi mynd ar dân ar safle ym Mhort Talbot.,tunnell,tunnell,no_NM,no_mutation,no_mutation,3.0,200,nhunnell,Mae 200 nhunnell o wastraff masnachol wedi mynd ar dân ar safle ym Mhort Talbot.,1
187,56,https://www.bbc.com/cymrufyw/erthyglau/clypljlel3xo,Mae 200 tunnell o wastraff masnachol wedi mynd ar dân ar safle ym Mhort Talbot.,mynd,mynd,no_SM,no_mutation,no_mutation,8.0,wedi,fynd,Mae 200 tunnell o wastraff masnachol wedi fynd ar dân ar safle ym Mhort Talbot.,1
188,56,https://www.bbc.com/cymrufyw/erthyglau/clypljlel3xo,Mae 200 tunnell o wastraff masnachol wedi mynd ar dân ar safle ym Mhort Talbot.,Mhort,Port,NM,L,ym,14.0,ym,Port,Mae 200 tunnell o wastraff masnachol wedi mynd ar dân ar safle ym Port Talbot.,1
189,57,https://www.bbc.com/cymrufyw/erthyglau/clyp8j0611po,Maen nhw'n annog pobl i ddilyn cynghorion diogelwch er mwyn arbed cefn gwlad a chymunedau rhag effeithiau tanau o'r fath.,gwlad,gwlad,no_NM,no_mutation,no_mutation,13.0,cefn,ngwlad,Maen nhw'n annog pobl i ddilyn cynghorion diogelwch er mwyn arbed cefn ngwlad a chymunedau rhag effeithiau tanau o'r fath.,1
190,57,https://www.bbc.com/cymrufyw/erthyglau/clyp8j0611po,Maen nhw'n annog pobl i ddilyn cynghorion diogelwch er mwyn arbed cefn gwlad a chymunedau rhag effeithiau tanau o'r fath.,pobl,pobl,no_SM,no_mutation,no_mutation,4.0,annog,bobl,Maen nhw'n annog bobl i ddilyn cynghorion diogelwch er mwyn arbed cefn gwlad a chymunedau rhag effeithiau tanau o'r fath.,1
191,57,https://www.bbc.com/cymrufyw/erthyglau/clyp8j0611po,Maen nhw'n annog pobl i ddilyn cynghorion diogelwch er mwyn arbed cefn gwlad a chymunedau rhag effeithiau tanau o'r fath.,chymunedau,cymuned,AM,L,a,15.0,a,cymunedau,Maen nhw'n annog pobl i ddilyn cynghorion diogelwch er mwyn arbed cefn gwlad a cymunedau rhag effeithiau tanau o'r fath.,1
192,58,https://www.bbc.com/cymrufyw/erthyglau/clyp8j0611po,Bydd yr hofrennydd yn gollwng dŵr ar ardaloedd lle mae adar yn nythu a lle mae mamaliaid bach a phlanhigion prin.,bach,bach,no_NM,no_mutation,no_mutation,18.0,mamaliaid,mach,Bydd yr hofrennydd yn gollwng dŵr ar ardaloedd lle mae adar yn nythu a lle mae mamaliaid mach a phlanhigion prin.,1
193,58,https://www.bbc.com/cymrufyw/erthyglau/clyp8j0611po,Bydd yr hofrennydd yn gollwng dŵr ar ardaloedd lle mae adar yn nythu a lle mae mamaliaid bach a phlanhigion prin.,dŵr,dŵr,no_SM,no_mutation,no_mutation,6.0,gollwng,ddŵr,Bydd yr hofrennydd yn gollwng ddŵr ar ardaloedd lle mae adar yn nythu a lle mae mamaliaid bach a phlanhigion prin.,1
194,58,https://www.bbc.com/cymrufyw/erthyglau/clyp8j0611po,Bydd yr hofrennydd yn gollwng dŵr ar ardaloedd lle mae adar yn nythu a lle mae mamaliaid bach a phlanhigion prin.,phlanhigion,planhigion,AM,L,a,20.0,a,planhigion,Bydd yr hofrennydd yn gollwng dŵr ar ardaloedd lle mae adar yn nythu a lle mae mamaliaid bach a planhigion prin.,1
195,59,https://www.bbc.com/cymrufyw/erthyglau/clyp8j0611po,Mae'r broblem wedi bod yn digwydd ers sawl blwyddyn a bod pobl leol yn flin gyda Chyngor Sir y Fflint am beidio â gweithredu.,digwydd,digwydd,no_NM,no_mutation,no_mutation,6.0,yn,nigwydd,Mae'r broblem wedi bod yn nigwydd ers sawl blwyddyn a bod pobl leol yn flin gyda Chyngor Sir y Fflint am beidio â gweithredu.,1
196,59,https://www.bbc.com/cymrufyw/erthyglau/clyp8j0611po,Mae'r broblem wedi bod yn digwydd ers sawl blwyddyn a bod pobl leol yn flin gyda Chyngor Sir y Fflint am beidio â gweithredu.,Chyngor,cyngor,AM,L,gyda,17.0,gyda,Cyngor,Mae'r broblem wedi bod yn digwydd ers sawl blwyddyn a bod pobl leol yn flin gyda Cyngor Sir y Fflint am beidio â gweithredu.,1
197,60,https://www.bbc.com/cymrufyw/erthyglau/cn0plr6zyr6o,"Mae cost diffyg gweithredu yn costio i bobl, gyda chyfuniad gwenwynig o gyflogau isel a biliau uchel.",costio,costio,no_NM,no_mutation,no_mutation,6.0,yn,nghostio,"Mae cost diffyg gweithredu yn nghostio i bobl, gyda chyfuniad gwenwynig o gyflogau isel a biliau uchel.",1
198,60,https://www.bbc.com/cymrufyw/erthyglau/cn0plr6zyr6o,"Mae cost diffyg gweithredu yn costio i bobl, gyda chyfuniad gwenwynig o gyflogau isel a biliau uchel.",gwenwynig,gwenwynig,no_SM,no_mutation,no_mutation,11.0,chyfuniad,wenwynig,"Mae cost diffyg gweithredu yn costio i bobl, gyda chyfuniad wenwynig o gyflogau isel a biliau uchel.",1
199,60,https://www.bbc.com/cymrufyw/erthyglau/cn0plr6zyr6o,"Mae cost diffyg gweithredu yn costio i bobl, gyda chyfuniad gwenwynig o gyflogau isel a biliau uchel.",chyfuniad,cyfuniad,AM,L,gyda,10.0,gyda,cyfuniad,"Mae cost diffyg gweithredu yn costio i bobl, gyda cyfuniad gwenwynig o gyflogau isel a biliau uchel.",1
